No.	Name	Pronunciation	New_Freq
1839	敏	bín	250
1911	賓	pin	250
1936	謀	bôo	250
1937	貓	bâ	250
1981	讓	niū	250
1842	梅	muê	250
1837	捽	sut	250
1908	膎	kê	250
1844	淹	im	250
1845	猜	tshai	250
3523	關	kan	249
3636	可	khóo	248
2455	紅	hông	248
3635	可	khoo	248
3637	可	khuá	248
3524	顛	thian	245
2340	打	tá	242
4089	起	ki	241
3330	蓋	kah	241
3679	老	lōo	234
3765	享	hióng	233
4355	媽	mah	231
4501	瑪	bé	230
4959	驚	kenn	228
3671	早	tsái	226
2971	長	tiông	226
2830	平	piânn	225
3154	雪	sap	225
2972	門	bûn	224
2806	丈	tn̄g	221
2805	丈	tiōng	221
3264	腦	ló	220
3983	倚	í	218
3746	牢	lô	215
2923	岸	gān	215
2807	三	sàm	215
3687	伯	phik	212
3688	伯	pit	212
4759	幫	png	212
3167	富	pù	207
3196	窗	tshong	207
3177	散	sán	202
2719	龍	lâng	201
2146	曾	tsîng	200
2033	坯	phue	200
2142	掣	tshuah	200
2239	踢	that	200
2192	鉗	khînn	200
2016	吸	khip	200
2262	嚇	hiannh	200
2210	蝕	si̍h	200
2261	勵	lē	200
2234	衝	tshiong	200
2119	涵	hâm	200
2181	當	tang	200
2281	瀉	sià	200
2063	巷	hāng	200
2278	嬸	tsím	200
2256	辨	piān	200
2096	缺	khueh	200
2260	䫌	phué	200
2209	腐	hū	200
2147	棕	tsang	200
2208	腐	hú	200
2090	桂	kuì	200
2121	爽	sóng	200
2158	給	kip	200
2182	當	tòng	200
2238	賤	tsiān	200
2277	䖙	the	200
2233	蔭	ìm	200
2143	握	ak	200
2304	譬	phì	200
2120	淋	lâm	200
2094	秫	tsu̍t	200
2310	髓	tshé	200
2303	蘇	soo	200
2271	謙	khiam	200
2000	伍	ngóo	200
2080	倖	sīng	200
2053	狀	tsiōng	200
2044	拈	liam	200
2170	隆	liông	200
2091	烘	hang	200
2054	狀	tsn̄g	200
2030	卒	tsut	200
2126	笠	le̍h	200
2302	礤	tshuah	200
2145	敨	tháu	200
2092	狼	lông	200
2032	咖	ka	200
2279	攄	lu	200
2237	賠	puê	200
2093	秧	ng	200
2095	紋	bûn	200
2079	倍	puē	200
2236	諍	tsènn	200
2089	朒	tsut	200
2258	鋸	kù	200
2153	痠	sng	200
2274	鍥	keh	200
2152	痚	he	200
2037	岡	kong	200
2270	螺	lôo	200
1993	卯	báu	200
2167	週	tsiu	200
2187	衙	gê	200
2247	凝	gîng	200
2246	儑	gām	200
1994	卯	mauh	200
2289	颺	iānn	200
2086	悟	ngōo	200
2087	挩	thuah	200
2073	砂	sua	200
2259	餡	ānn	200
2186	蜂	phang	200
2038	帕	phè	200
2189	詼	khe	200
2042	披	phi	200
2249	擗	phia̍k	200
2290	騎	khiâ	200
2180	瑯	long	200
2041	怐	khòo	200
2248	擂	luî	200
2166	跑	pháu	200
2156	硞	khok	200
2062	屋	ok	200
2207	維	uî	200
2155	盜	tō	200
2253	膩	lī	200
2250	橐	lok	200
2123	盛	sīng	200
2299	鏨	tsām	200
2154	痧	sua	200
2318	𣻸	siûnn	200
2151	牚	thènn	200
2157	紫	tsí	200
1987	勾	kau	200
2148	毯	thán	200
2179	煏	piak	200
2043	抿	bín	200
2178	煎	tsian	200
2082	匪	huí	200
2076	苗	biâu	200
2273	邀	iau	200
2240	閬	làng	200
2190	趒	tiô	200
2081	剝	pak	200
2269	膿	lâng	200
1997	扒	pê	200
2122	猛	bíng	200
2165	貿	bāu	200
2257	遲	tî	200
2171	黍	sué	200
2075	胞	pau	200
2124	眵	tshuh	200
2174	愁	tshiû	200
2245	鴉	a	200
2188	詢	sûn	200
2276	齋	tsai	200
2059	咻	hiu	200
2244	魯	lóo	200
2036	尚	siūnn	200
1995	央	iong	200
2051	炊	tshue	200
2150	湳	làm	200
2241	駕	kà	200
2251	濁	lô	200
2149	湠	thuànn	200
1996	夯	giâ	200
2125	眼	gíng	200
2189	詼	khue	200
2232	膚	hu	200
2212	誘	iú	200
2127	紩	thīnn	200
2106	圈	khian	200
2104	啄	tok	200
2218	鉸	ka	200
2255	賴	luā	200
2197	摔	siak	200
2268	糠	khng	200
1992	幻	huàn	200
2105	啟	khé	200
2292	嚨	nâ	200
2009	旬	sûn	200
2198	摠	tsáng	200
2019	役	i̍k	200
2107	培	puê	200
2199	摵	tshi̍k	200
2130	莊	tsong	200
2132	閉	pì	200
2307	贖	sio̍k	200
2272	謠	iâu	200
2057	芽	gê	200
2306	癮	giàn	200
2205	熊	hîm	200
2217	酵	kànn	200
2223	撆	pih	200
2162	菝	pua̍t	200
2051	炊	tshe	200
2274	鍥	kueh	200
2115	斜	tshua̍h	200
2018	弄	lōng	200
2068	挖	óo	200
2135	㴙	tsha̍p	200
2229	潤	lūn	200
2266	篾	bi̍h	200
2134	𧉟	tâi	200
2305	疊	tha̍h	200
2267	糝	sám	200
2058	促	tshiok	200
2204	漠	bo̍k	200
2033	坯	phe	200
2114	掩	ng	200
2112	掘	ku̍t	200
2111	掖	iā	200
2066	恨	hūn	200
2295	羹	kinn	200
2254	融	iông	200
2131	貫	kuàn	200
2309	驛	ia̍h	200
2310	髓	tshué	200
2021	抄	tshau	200
2311	鱗	lân	200
2313	鬢	pìn	200
2110	掉	tiāu	200
2291	鵤	kak	200
2109	捾	kuānn	200
2176	搢	tsìnn	200
2203	滲	siàm	200
2175	搝	khiú	200
2219	頕	tàm	200
2316	齆	àng	200
2283	糧	niû	200
2200	摺	tsih	200
2315	鹼	kinn	200
1988	厄	eh	200
2201	撇	phiat	200
2020	戒	kài	200
2282	礐	ha̍k	200
2202	敲	khà	200
2237	賠	pê	200
1991	屯	tūn	200
2011	佃	tiān	200
2022	杉	sam	200
1990	夭	iáu	200
2314	鱟	hāu	200
2308	鱉	pih	200
2177	搧	siàn	200
2295	羹	kenn	200
2206	獄	ga̍k	200
2216	遛	liù	200
2214	賒	sia	200
2004	后	hiō	200
2013	吞	thun	200
2317	鬮	khau	200
2098	荒	hng	200
2171	黍	sé	200
2160	腔	khiunn	200
2263	擬	gí	200
2275	鮮	tshinn	200
2231	磕	kha̍p	200
2060	垂	suî	200
2055	肩	king	200
2138	媒	muî	200
2047	於	î	200
2070	染	jiám	200
2230	潮	tiâu	200
2193	僑	kiâu	200
2097	茸	jiông	200
2139	帽	bō	200
2077	郊	kau	200
2015	含	kâm	200
2064	幽	iu	200
2128	紮	tsah	200
2252	穎	ínn	200
2288	覆	phak	200
2071	津	tin	200
2027	兔	thòo	200
2118	液	sio̍h	200
2211	誓	sè	200
2294	獸	siù	200
2312	攬	lám	200
2096	缺	kheh	200
1985	川	tshuan	200
2014	吧	pa	200
2287	襇	kíng	200
2163	覕	bih	200
2159	脾	pî	200
2137	壺	ôo	200
2253	膩	jī	200
2286	蟯	giô	200
2285	藃	hiauh	200
2012	劫	kiap	200
2024	貝	puè	200
2007	帆	phâng	200
2068	挖	ué	200
2228	樟	tsiunn	200
2023	芎	kiong	200
2215	輔	hú	200
2017	宋	sòng	200
2136	堡	pó	200
2236	諍	tsìnn	200
2226	敵	ti̍k	200
2284	翹	khiàu	200
2196	孵	pū	200
2225	撨	tshiâu	200
2008	扦	tshuann	200
2129	脬	pha	200
2195	嘔	áu	200
2056	舍	sià	200
2083	唚	tsim	200
2100	迴	huê	200
2116	梓	tsú	200
2258	鋸	kì	200
2183	碎	tshuì	200
2102	釘	tìng	200
2070	染	liám	200
2293	懶	lán	200
2069	枷	kê	200
2161	菅	kuann	200
2099	貢	kòng	200
2049	昏	hūn	200
2101	迵	thàng	200
2229	潤	jūn	200
2933	承	sîn	196
3900	後	hōo	193
3899	後	hāu	193
4267	普	puh	191
4177	章	tsiunn	190
3604	孔	kháng	188
3348	齊	tsiâu	188
2834	田	tiān	187
3194	短	tuán	186
4850	轉	tsuān	185
3654	全	tsn̂g	183
3592	不	puh	183
2817	手	siú	182
3596	切	tshè	181
2846	地	tī	181
3024	限	ān	180
3137	脫	thu̍t	179
3220	量	niû	178
3683	行	lîng	176
3959	苦	ku	171
2964	空	khòng	171
2963	空	khàng	171
4449	過	kòo	170
3845	爸	pah	168
3667	成	siânn	168
4632	課	khuè	168
3844	爭	tsenn	167
2932	房	pông	167
3844	爭	tsinn	167
3598	化	hua	166
4161	淡	tānn	162
3676	百	peh	162
4005	差	tsua̍h	161
4210	部	phō	161
4649	靠	khuà	160
3025	香	hiang	159
4300	答	tah	159
3794	姊	tsé	159
4615	罵	mā	153
4614	罵	mâ	153
2587	搪	tn̄g	150
2730	禪	siân	150
2731	糟	tsau	150
2732	縫	pâng	150
2589	斟	thîn	150
2709	瘸	khê	150
2720	償	siông	150
2733	繁	huân	150
2588	搵	ùn	150
2744	繏	sǹg	150
2734	罾	tsan	150
2592	溢	ik	150
2752	颺	tshiûnn	150
2757	鵝	giâ	150
2743	簫	siau	150
2717	髻	kè	150
2777	饒	liâu	150
2753	餾	liū	150
2778	鰇	liû	150
2757	鵝	gô	150
2593	滇	tīnn	150
2735	臨	lím	150
2715	閹	iam	150
2728	瞪	tènn	150
2729	磺	hông	150
2725	擘	peh	150
2597	當	tǹg	150
2747	覆	hok	150
2748	蹤	tsong	150
2722	嚓	tshia̍k	150
2728	瞪	tìnn	150
2714	遵	tsun	150
2754	鯉	lí	150
2755	鯊	sua	150
2718	黗	thûn	150
2717	髻	kuè	150
2756	鯽	tsit	150
2746	蟯	ngia̍uh	150
2716	閻	giâm	150
2594	滓	tái	150
2726	濫	lām	150
2727	燥	sò	150
2590	楓	png	150
2595	煎	tsuann	150
2745	臍	tsâi	150
2721	儡	lé	150
2320	𫝏	gàn	150
2557	粞	tshuè	150
2598	矮	é	150
2667	彈	tuānn	150
2629	嘐	hau	150
2786	鶯	ing	150
2787	囉	lo	150
2418	盲	mî	150
2630	奪	tua̍t	150
2788	攤	thuann	150
2671	撐	the	150
2670	戮	lak	150
2631	幔	mua	150
2632	廍	phōo	150
2633	弊	pè	150
2634	彰	tsiang	150
2635	彰	tsiong	150
2669	慼	tsheh	150
2668	慮	lī	150
2636	慣	kuàn	150
2789	籠	lam	150
2784	襪	bue̍h	150
2441	柄	pìnn	150
2628	嘆	thàn	150
2674	瘡	tshng	150
2739	鍋	ko	150
2779	齡	lîng	150
2678	窮	kîng	150
2677	窮	khîng	150
2780	齣	tshut	150
2676	碼	má	150
2675	皺	jiâu	150
2673	璇	suān	150
2627	嗾	tsa̍k	150
2624	䢢	tshiāng	150
2781	櫼	tsinn	150
2672	熨	ut	150
2782	欄	nuâ	150
2625	僚	liâu	150
2626	厭	ià	150
2783	癩	thái	150
2790	籠	lâng	150
2637	摖	tshè	150
2713	觱	pi	150
2791	臟	tsōng	150
2643	漉	lo̍k	150
2797	鷹	ing	150
2656	鉼	phiánn	150
2644	漩	suān	150
2645	漫	bān	150
2655	遙	iâu	150
2798	饞	sâi	150
2647	禍	hō	150
2799	讚	tsàn	150
2648	箅	pín	150
2654	裾	ki	150
2652	蓄	hak	150
2800	鱸	lôo	150
2650	聞	bûn	150
2801	𠕇	tīng	150
2649	翠	tshuì	150
2741	壙	khòng	150
2642	漉	lok	150
2641	漆	tshat	150
2658	餌	jī	150
2793	齪	tsak	150
2738	還	huân	150
2666	幡	huan	150
2638	撤	thiat	150
2665	屧	siap	150
2664	履	lí	150
2792	鰾	piō	150
2376	更	kinn	150
2663	嬌	kiau	150
2659	骰	tâu	150
2662	墩	tun	150
2639	榴	liû	150
2794	鑢	lù	150
2661	噓	si	150
2660	嘹	liâu	150
2796	黐	thi	150
2640	滯	tù	150
2622	頒	pan	150
2621	靖	tsīng	150
2679	糍	tsî	150
2778	鰇	jiû	150
2708	燕	iàn	150
2707	燃	hiânn	150
2706	濃	lông	150
2705	濃	long	150
2637	摖	tshuè	150
2704	擛	ia̍t	150
2765	贈	tsīng	150
2766	贌	pa̍k	150
2767	蹺	khiau	150
2606	葬	tsòng	150
2768	蹽	liâu	150
2703	懍	lún	150
2607	蒂	tì	150
2702	憶	ik	150
2701	壅	ìng	150
2700	劑	tse	150
2609	蜈	giâ	150
2764	蟻	hiā	150
2709	瘸	khuê	150
2654	裾	ku	150
2604	罨	am	150
2600	碑	pi	150
2601	碰	pōng	150
2712	蕊	luí	150
2602	禽	khîm	150
2603	窣	su̍t	150
2675	皺	liâu	150
2669	慼	tshueh	150
2760	爍	sih	150
2710	磚	tsng	150
2761	簷	tsînn	150
2762	簸	puà	150
2763	羶	hiàn	150
2740	鼾	huânn	150
2711	磨	bō	150
2605	腸	tshiâng	150
2658	餌	lī	150
2610	裒	pôo	150
2699	𪐞	tòo	150
2613	跟	kun	150
2616	遏	at	150
2770	麴	khak	150
2685	輦	lián	150
2772	攕	tshiám	150
2684	賭	tóo	150
2682	諒	liōng	150
2773	籌	tiû	150
2774	艦	lām	150
2681	誕	tàn	150
2687	鄰	lîn	150
2775	觸	tshiok	150
2533	蛆	tshu	150
2618	鈷	kóo	150
2619	鉎	sian	150
2776	飄	phiau	150
2620	隘	ài	150
2777	饒	jiâu	150
2614	逼	pik	150
2688	醃	am	150
2698	𡢃	kán	150
2571	閏	lūn	150
2611	裝	tsng	150
2697	鴆	thim	150
2598	矮	ué	150
2696	駐	tsù	150
2695	餓	gō	150
2693	鞍	uann	150
2576	𤲍	khueh	150
2692	霆	tân	150
2689	醉	tsuì	150
2691	霄	siau	150
2567	貯	tué	150
2613	跟	kin	150
2690	鋒	hong	150
2562	菁	tshinn	150
2769	鬍	hôo	150
2559	絨	liông	150
2736	蕹	ìng	150
2319	𰣻	ko	150
2511	圈	khuan	150
2553	滋	tsu	150
2397	奈	nāi	150
2477	宵	siau	150
2396	垃	lah	150
2478	屐	kia̍h	150
2480	屘	ban	150
2552	游	iû	150
2481	峽	kiap	150
2551	椒	tsio	150
2395	咂	tsa̍p	150
2554	犅	káng	150
2483	徑	kìng	150
2394	呴	ku	150
2484	恐	khióng	150
2393	卷	kuàn	150
2476	宴	iàn	150
2398	妻	tshe	150
2391	券	kǹg	150
2470	哩	li	150
2406	拓	thok	150
2405	拑	khînn	150
2547	描	biâu	150
2548	描	biô	150
2549	揬	tu̍h	150
2521	猛	mé	150
2404	拐	kuái	150
2474	埋	bâi	150
2550	晶	tsinn	150
2403	拊	hú	150
2402	拇	bú	150
2471	哼	hainn	150
2472	唐	tn̂g	150
2473	唔	onn	150
2392	卷	kńg	150
2390	函	hâm	150
2523	瓶	pân	150
2377	杏	hīng	150
2382	沐	bak	150
2381	汽	khì	150
2561	莿	tshì	150
2562	菁	tshenn	150
2380	汰	thuā	150
2378	杞	kí	150
2376	更	kenn	150
2492	栗	li̍k	150
2493	浸	tsìm	150
2494	狸	lî	150
2518	掩	am	150
2375	扶	phôo	150
2374	扴	ke̍h	150
2495	疱	phā	150
2519	旋	tsn̄g	150
2491	晟	tshiânn	150
2388	供	king	150
2557	粞	tshè	150
2386	併	pìng	150
2555	硞	kho̍k	150
2486	捋	lua̍h	150
2556	稀	hi	150
2385	邪	siâ	150
2384	邦	pang	150
2558	粩	láu	150
2490	晏	uànn	150
2487	捐	kuan	150
3758	身	sian	150
2559	絨	jiông	150
2488	捕	póo	150
2560	肅	siok	150
2489	揤	tshi̍h	150
2407	拔	pua̍t	150
2546	掰	pué	150
2373	扭	liú	150
2452	盹	tuh	150
2449	畏	uì	150
2430	姦	kàn	150
2429	姦	kan	150
2428	姜	kiunn	150
2538	麻	mâ	150
2539	𤶃	thiāu	150
2540	傀	ka	150
2431	姿	tsu	150
2453	砛	gîm	150
2456	缸	kng	150
2427	咯	ko̍k	150
2426	咯	kha̍k	150
2531	聊	liâu	150
2457	胎	the	150
2448	玲	lin	150
2432	孩	hâi	150
2423	冠	kuan	150
2440	曷	a̍h	150
2535	覓	māi	150
2442	柚	iū	150
2441	柄	pènn	150
2443	泉	tsuân	150
2534	蛋	tàn	150
2533	蛆	tshi	150
2532	蛄	koo	150
2435	恂	sún	150
2437	挑	thio	150
2444	洩	sia̍p	150
2445	炱	te	150
2446	炸	tsuànn	150
2436	拹	hia̍p	150
2447	牲	sing	150
2424	剉	tshò	150
2530	缽	puah	150
2524	略	lio̍h	150
2410	易	i̍k	150
2414	泡	phàu	150
2466	㾀	khiap	150
2526	眷	kuàn	150
2467	倉	tshng	150
2411	板	pang	150
2468	倖	hīng	150
2542	惑	hi̍k	150
2416	狐	hôo	150
2543	惰	tuānn	150
2525	痔	tī	150
2409	昏	hng	150
2408	旺	ōng	150
2469	凍	tòng	150
2545	慨	khài	150
2415	炒	tshá	150
2465	頁	ia̍h	150
2458	胛	kah	150
2420	芡	khiàn	150
2459	苑	uán	150
2460	苓	lîng	150
2422	迎	gîng	150
2421	虱	sat	150
2529	紹	siāu	150
2461	虼	ka	150
2462	郎	lông	150
2541	堪	kham	150
2419	羌	kiunn	150
2463	閂	tshuànn	150
2528	竟	kìng	150
2418	盲	mê	150
2464	韭	kú	150
2417	盲	bông	150
2564	著	tù	150
2389	供	kiong	150
2575	𣮈	khu̍t	150
2345	兇	hiong	150
2357	似	sāi	150
2574	飫	uì	150
2499	脂	tsi	150
2360	吟	gîm	150
3603	太	thāi	150
3602	太	tāi	150
2579	傱	tsông	150
2361	否	hónn	150
2331	午	ngóo	150
2330	午	gōo	150
2568	賀	hō	150
2498	胴	tâng	150
2582	塌	lap	150
2362	吱	ki	150
2329	冗	liōng	150
2567	貯	té	150
2328	丑	thiú	150
2363	呃	eh	150
2497	耙	pē	150
2512	婊	piáu	150
2569	跙	tshū	150
2343	仿	hóng	150
2500	舀	iúnn	150
2572	隍	hông	150
2347	圳	tsùn	150
2503	豹	pà	150
2513	屜	thuah	150
2504	迸	piàng	150
2571	閏	jūn	150
2339	奴	lôo	150
2502	荏	lám	150
2336	叩	khàu	150
2580	嗄	sà	150
2508	兜	tau	150
2350	灰	hue	150
2352	臣	sîn	150
2570	鈃	giang	150
2353	臼	khū	150
2346	共	kāng	150
2335	凹	nah	150
2355	串	tshǹg	150
2356	伸	sin	150
2496	罟	koo	150
2338	央	ng	150
2507	偃	ián	150
2578	催	tshui	150
2583	塚	thióng	150
2566	袱	ho̍k	150
2509	唬	hóo	150
2565	蛤	kap	150
2367	坉	thūn	150
2584	填	thiām	150
2321	刁	thiau	150
2366	址	tsí	150
2510	售	siū	150
2365	圾	sap	150
2515	巢	tsâu	150
2514	崙	lun	150
2341	末	bua̍h	150
2577	𦜆	ham	150
2371	庇	pì	150
2576	𤲍	kheh	150
2585	塭	ùn	150
2506	乾	kan	150
2505	𣁳	khat	150
2586	幌	hàinn	150
2369	妨	hông	150
4298	發	hua̍t	147
4223	創	tshong	146
3953	美	bué	146
3952	美	bé	146
4124	惜	sik	144
3589	工	khang	142
4450	達	ta	141
4209	連	nî	139
3628	功	kang	139
4208	連	liâm	139
4447	載	tsáinn	139
4925	蘭	liân	138
2999	星	san	135
4476	態	thāi	134
3811	怪	kuè	134
3828	枝	tsi	133
3656	合	kap	133
4318	象	siūnn	132
3219	鄉	hiunn	131
4734	靜	tsēnn	130
3624	令	lîng	129
3755	肝	kan	128
4320	買	mái	128
3595	分	hūn	126
3956	背	puè	126
4359	搖	iâu	125
3692	何	uâ	124
3581	力	lí	123
4729	錢	tshiân	120
3663	安	uann	120
4137	推	tshui	117
4634	調	tiau	117
4332	閒	hân	114
4726	醒	síng	114
4480	摸	moo	114
3860	長	tsióng	113
4123	強	kióng	112
4619	蓮	lián	111
4094	高	kau	110
4420	腦	nóo	110
3677	羊	iông	109
3772	具	khū	109
4379	溝	koo	109
3987	員	înn	108
3986	員	guân	108
3783	和	hām	107
3583	三	san	107
4677	樹	sū	107
3586	口	káu	106
3927	洋	iông	106
4336	雅	ngé	105
4335	雅	á	105
3976	飛	hue	104
4512	精	tsinn	103
4243	富	hô	103
4682	機	kui	103
4252	惡	ònn	103
4636	踏	ta̍p	102
4503	監	kam	102
3434	翱	kō	100
3440	諞	pián	100
3441	諮	tsu	100
3023	降	hâng	100
3082	偝	āinn	100
3081	偏	phinn	100
3364	撩	liô	100
3437	衡	hîng	100
3365	暴	pok	100
3080	偉	uí	100
3436	蕩	tōng	100
3435	艙	tshng	100
3022	赴	hù	100
3438	褫	thí	100
3066	疶	tshuah	100
3442	謂	uī	100
3452	彌	bî	100
3448	鴦	iunn	100
3086	勘	kham	100
3449	𨂿	uáinn	100
3359	憤	hùn	100
3005	牲	senn	100
3450	嚇	heh	100
3088	唌	siânn	100
3451	嬭	lé	100
3453	彌	mí	100
3006	盼	phàn	100
3454	懂	táng	100
3455	懂	tóng	100
3456	懇	khún	100
3004	洛	lo̍k	100
3457	戴	tì	100
3358	慧	huī	100
3458	擠	tsik	100
3357	慕	bōo	100
3447	鴛	uan	100
3007	眉	bî	100
3020	茉	bua̍h	100
3016	胚	phue	100
3083	健	kiānn	100
3019	茄	kiô	100
3443	賴	nāi	100
3018	苛	khô	100
3017	苔	thî	100
3363	撠	giah	100
3362	撟	kiāu	100
3084	偶	ngóo	100
3015	胘	kiān	100
3009	砂	se	100
3444	錦	gím	100
3445	錦	gìm	100
3446	錫	siah	100
3085	凰	hông	100
3011	竿	kan	100
3010	秒	bió	100
3361	撋	nuá	100
3360	摩	môo	100
3433	縖	hâ	100
3370	潛	tsiâm	100
3366	槳	tsiúnn	100
3404	駐	tū	100
3053	朗	lóng	100
3400	閬	lòng	100
3071	索	sik	100
3401	震	tsìn	100
3402	頦	hâi	100
3381	緻	tì	100
3052	捔	ka̍k	100
3403	餘	û	100
3051	捏	lia̍p	100
3380	締	tè	100
3072	胳	koh	100
3050	捎	sa	100
3073	脆	tshè	100
3049	捆	khún	100
3048	捅	thóng	100
3047	挺	thánn	100
3405	麩	hu	100
3379	糋	tsìnn	100
3406	麩	phoo	100
3407	𣛮	siānn	100
3378	糊	hôo	100
3460	擤	tshìng	100
3408	𥰔	phín	100
3046	挐	jû	100
3399	鋩	mê	100
3398	鋤	tî	100
3054	栓	sng	100
3397	鋏	giap	100
3388	誼	gî	100
3067	眨	tsha̍p	100
3068	祠	sû	100
3064	畜	thik	100
3062	琉	liû	100
3387	蝶	ia̍h	100
3389	諸	tsu	100
3386	蔭	ńg	100
3061	爹	tia	100
3391	賢	hiân	100
3392	賦	hù	100
3060	氧	ióng	100
3394	輪	lin	100
3059	桑	song	100
3395	遭	tso	100
3385	蔬	se	100
3384	蓬	phōng	100
3058	桐	tâng	100
3383	舖	phòo	100
3382	膣	tsi	100
3057	核	hu̍t	100
3070	粅	but	100
3055	栗	la̍t	100
3409	𩵱	ngóo	100
3043	恭	kiong	100
3026	𥐵	phiat	100
3032	凌	lîng	100
3423	氅	tsháng	100
3034	哲	tiat	100
3371	潮	tiô	100
3033	勍	khiang	100
3065	疳	kam	100
3424	燕	ìnn	100
3238	廉	liâm	100
3369	潔	kiat	100
3426	燙	thǹg	100
3368	潑	phuah	100
3427	燜	būn	100
3031	冥	bîng	100
3042	恥	thí	100
3367	毿	sàm	100
3078	飢	ki	100
3428	瘰	luì	100
3030	倯	sông	100
3029	倫	lûn	100
3028	倩	tshiànn	100
3429	窸	si	100
3430	篤	táu	100
3431	篤	tok	100
3432	篦	pìn	100
3079	䘥	kah	100
3372	潰	khuì	100
3035	哺	pōo	100
3077	訕	suān	100
3373	瘤	liû	100
3410	劑	tsè	100
3411	噪	tshò	100
3412	噭	kiàu	100
3074	茈	tsínn	100
3413	噷	hm̍h	100
3414	噹	tang	100
3415	墼	kat	100
3416	奮	hùn	100
3376	穀	kok	100
3040	屑	sut	100
3039	屑	sap	100
3417	憾	hām	100
3075	荍	siô	100
3418	懊	àu	100
3374	瞌	kheh	100
3419	擇	ti̍k	100
3420	擉	tia̍k	100
3038	夏	hē	100
3076	荖	láu	100
3037	垺	pû	100
3421	曆	la̍h	100
3422	橄	kan	100
3036	哽	kénn	100
3459	擢	tioh	100
3239	微	bui	100
3461	檀	tuânn	100
2881	抓	jiàu	100
3550	籠	lāng	100
3551	籠	lông	100
3552	糴	tia̍h	100
2886	沐	bo̍k	100
3554	襲	si̍p	100
2885	汰	thài	100
3555	巖	giâm	100
3556	癰	ing	100
2884	旱	huānn	100
2883	旱	hān	100
3557	躘	liòng	100
3558	邏	lô	100
3559	鑠	siak	100
2882	折	tsi̍h	100
2879	把	pé	100
3548	瓤	nn̂g	100
2878	把	pá	100
3560	鱖	kuè	100
2877	找	tsāu	100
2876	扳	pian	100
3561	讖	tshàm	100
3562	韆	tshian	100
2875	扭	ngiú	100
2872	忘	bōng	100
3563	鹽	kiâm	100
2871	忌	kī	100
3564	齴	giàng	100
3565	欖	ná	100
2870	廷	tîng	100
3566	糶	thiò	100
3549	籗	khah	100
2887	災	tse	100
3003	柵	sa	100
2901	佩	puē	100
2914	呿	khuh	100
2913	呾	tànn	100
2912	呼	honn	100
2911	呻	tshan	100
3534	蘋	phōng	100
2909	呱	kuā	100
3535	蠘	tshi̍h	100
2907	卓	toh	100
2906	匼	khap	100
3536	鰓	tshi	100
2904	侗	tòng	100
3537	櫻	ing	100
2902	佬	láu	100
3538	欄	lân	100
2899	乳	jú	100
2888	疔	ting	100
2898	乖	kuai	100
2895	㧒	hiat	100
2894	𠯗	tsi̍p	100
3540	譴	khiàn	100
3541	譽	ū	100
3542	轟	hong	100
2893	辰	sîn	100
2892	谷	kok	100
2891	芒	bông	100
3543	鬖	sàm	100
3544	鶴	ho̍h	100
3545	囉	lô	100
3546	巒	luân	100
2890	私	sai	100
3568	鑱	tshîm	100
2869	妥	thò	100
2868	妝	tsong	100
2823	右	iū	100
2838	兆	tiāu	100
2837	仰	gióng	100
3150	跂	ké	100
2836	亥	hāi	100
2835	穴	hia̍t	100
2832	旦	tàn	100
2831	扒	pe	100
2829	巨	kī	100
2828	巧	khiáu	100
2827	尼	nî	100
2826	孕	īn	100
2825	奶	nai	100
2824	央	iang	100
3258	稗	phuē	100
3262	腥	tshinn	100
3569	驢	lî	100
3263	腥	tshìnn	100
2822	叮	ting	100
2820	卌	siap	100
2818	氏	sī	100
2816	廿	jia̍p	100
3374	瞌	khueh	100
2815	尺	tshe	100
2814	冗	līng	100
2812	仄	tseh	100
2809	凡	huān	100
2803	卜	pok	100
3529	嚷	lióng	100
2802	乜	mí	100
3560	鱖	kè	100
3115	桱	kìnn	100
3082	偝	iāng	100
2840	划	kò	100
2841	匠	tshiūnn	100
2867	妝	tsng	100
3570	鸚	ing	100
3571	𤺪	siān	100
3572	𧿬	thún	100
2866	呈	thîng	100
2865	吼	háu	100
2864	吮	tshńg	100
2863	吭	khōng	100
2816	廿	lia̍p	100
2862	吠	puī	100
2827	尼	lî	100
2860	兌	tuī	100
2859	佑	iū	100
2857	伻	phenn	100
2856	㤉	gê	100
2881	抓	liàu	100
2854	汙	u	100
2853	汐	si̍k	100
2926	庚	kinn	100
2851	朴	phò	100
2850	朱	tsu	100
2849	旨	tsí	100
2848	扛	kng	100
3002	架	khè	100
2847	妃	hui	100
3016	胚	phe	100
2844	向	ànn	100
3046	挐	lû	100
2843	后	āu	100
2915	咇	phi̍h	100
2916	咍	hai	100
3532	癢	tsiūnn	100
2974	促	tshik	100
2985	哈	hah	100
2983	咳	ka	100
3479	錘	thuî	100
2982	咪	bî	100
3480	鍤	tshiah	100
2981	呲	tshū	100
3481	鍾	tsing	100
2980	厘	lî	100
2978	勉	bián	100
3483	霜	song	100
2976	剋	khik	100
2975	冒	mōo	100
3484	戳	thok	100
3485	擲	tàn	100
3486	擽	ngiau	100
3497	藏	tsông	100
2973	侯	kâu	100
3487	濺	tsuānn	100
3488	濾	lī	100
3489	癖	phia̍h	100
2970	采	tshái	100
3490	穢	uè	100
3491	竅	khiàu	100
3492	繐	sui	100
3091	啡	pi	100
3493	繚	liāu	100
3494	翸	phún	100
2968	芭	pa	100
2967	芥	kuà	100
